groupN,testimgN,lightprobeN,objN,viewPointN,specularity,Pellacini_c,hue,chroma,filename_OpenEXR,filename_png
53,62,3,4,1,0.033622059409778,0.0612294117647059,272,18,img_lp3_objN4_vp1HEfalse.exr,group53_img62.png
24,12,3,4,2,0.0947182133539334,0.14286862745098,28,14,img_lp3_objN4_vp2HEfalse.exr,group24_img12.png
6,45,3,4,3,0.0511055374852489,0.0874705882352941,260,16,img_lp3_objN4_vp3HEfalse.exr,group6_img45.png
14,37,3,5,1,0.0573726802309926,0.0962176470588235,316,12,img_lp3_objN5_vp1HEfalse.exr,group14_img37.png
22,39,3,5,2,0.00714400412040439,0.014578431372549,300,10,img_lp3_objN5_vp2HEfalse.exr,group22_img39.png
32,70,3,5,3,0.0247337465691687,0.0466509803921569,352,20,img_lp3_objN5_vp3HEfalse.exr,group32_img70.png
14,55,3,6,1,0.0490660960533854,0.0845549019607843,116,20,img_lp3_objN6_vp1HEfalse.exr,group14_img55.png
33,31,3,6,2,0.0616762779845063,0.102049019607843,140,26,img_lp3_objN6_vp2HEfalse.exr,group33_img31.png
39,26,3,6,3,0.087197465109754,0.134121568627451,84,10,img_lp3_objN6_vp3HEfalse.exr,group39_img26.png
12,33,3,7,1,0.0638661738025355,0.104964705882353,172,26,img_lp3_objN7_vp1HEfalse.exr,group12_img33.png
6,64,3,7,2,0.0354692233949389,0.0641450980392157,320,14,img_lp3_objN7_vp2HEfalse.exr,group6_img64.png
16,30,3,7,3,0.0552586808525969,0.0933019607843137,88,24,img_lp3_objN7_vp3HEfalse.exr,group16_img30.png
17,34,3,8,1,0.0531696828445008,0.0903862745098039,92,20,img_lp3_objN8_vp1HEfalse.exr,group17_img34.png
23,12,3,8,2,0.0196734105605545,0.0379039215686275,76,26,img_lp3_objN8_vp2HEfalse.exr,group23_img12.png
27,66,3,8,3,0.0511055374852489,0.0874705882352941,224,22,img_lp3_objN8_vp3HEfalse.exr,group27_img66.png
5,16,3,9,1,0.00279583374681835,0.00583137254901961,32,10,img_lp3_objN9_vp1HEfalse.exr,group5_img16.png
14,57,3,9,2,0.0921839659327681,0.139952941176471,84,24,img_lp3_objN9_vp2HEfalse.exr,group14_img57.png
44,16,3,9,3,0.0196734105605545,0.0379039215686275,112,22,img_lp3_objN9_vp3HEfalse.exr,group44_img16.png
2,12,3,10,1,0.0411523951707018,0.0728921568627451,336,20,img_lp3_objN10_vp1HEfalse.exr,group2_img12.png
51,16,3,10,2,0.00714400412040439,0.014578431372549,92,14,img_lp3_objN10_vp2HEfalse.exr,group51_img16.png
40,31,3,10,3,0.00279583374681835,0.00583137254901961,276,18,img_lp3_objN10_vp3HEfalse.exr,group40_img31.png
26,51,3,11,1,0.075202571163633,0.119543137254902,332,26,img_lp3_objN11_vp1HEfalse.exr,group26_img51.png
31,67,3,11,2,0.0282201651741961,0.0524823529411765,88,12,img_lp3_objN11_vp2HEfalse.exr,group31_img67.png
13,23,3,11,3,0.0660816658766873,0.107880392156863,356,16,img_lp3_objN11_vp3HEfalse.exr,group13_img23.png
25,19,3,12,1,0.0947182133539334,0.14286862745098,228,22,img_lp3_objN12_vp1HEfalse.exr,group25_img19.png
53,9,3,12,2,0.00567382640015368,0.0116627450980392,100,20,img_lp3_objN12_vp2HEfalse.exr,group53_img9.png
30,16,3,12,3,0.0573726802309926,0.0962176470588235,12,8,img_lp3_objN12_vp3HEfalse.exr,group30_img16.png
28,45,3,13,1,0.0573726802309926,0.0962176470588235,188,14,img_lp3_objN13_vp1HEfalse.exr,group28_img45.png
12,70,3,13,2,0.0299976790208623,0.0553980392156863,156,22,img_lp3_objN13_vp2HEfalse.exr,group12_img70.png
26,52,3,13,3,0.0823192981694573,0.128290196078431,148,16,img_lp3_objN13_vp3HEfalse.exr,group26_img52.png
34,48,3,14,1,0.0470512098274547,0.0816392156862745,340,20,img_lp3_objN14_vp1HEfalse.exr,group34_img48.png
37,38,3,14,2,0.070590033679181,0.113711764705882,312,24,img_lp3_objN14_vp2HEfalse.exr,group37_img38.png
21,37,3,14,3,0.087197465109754,0.134121568627451,148,26,img_lp3_objN14_vp3HEfalse.exr,group21_img37.png
19,70,3,15,1,0.0392342425539451,0.0699764705882353,4,14,img_lp3_objN15_vp1HEfalse.exr,group19_img70.png
54,27,3,15,2,0.070590033679181,0.113711764705882,128,18,img_lp3_objN15_vp2HEfalse.exr,group54_img27.png
2,50,3,15,3,0.0470512098274547,0.0816392156862745,88,20,img_lp3_objN15_vp3HEfalse.exr,group2_img50.png
48,59,3,16,1,0.00863516773165145,0.0174941176470588,224,12,img_lp3_objN16_vp1HEfalse.exr,group48_img59.png
50,35,3,16,2,0.0450607300860009,0.0787235294117647,196,8,img_lp3_objN16_vp2HEfalse.exr,group50_img35.png
43,65,3,16,3,0.0823192981694573,0.128290196078431,236,24,img_lp3_objN16_vp3HEfalse.exr,group43_img65.png
5,71,3,17,1,0.0775482753402326,0.122458823529412,252,10,img_lp3_objN17_vp1HEfalse.exr,group5_img71.png
14,53,3,17,2,0.0531696828445008,0.0903862745098039,176,8,img_lp3_objN17_vp2HEfalse.exr,group14_img53.png
18,24,3,17,3,0.0392342425539451,0.0699764705882353,68,26,img_lp3_objN17_vp3HEfalse.exr,group18_img24.png
37,41,3,18,1,0.0450607300860009,0.0787235294117647,176,22,img_lp3_objN18_vp1HEfalse.exr,group37_img41.png
8,1,3,18,2,0.0392342425539451,0.0699764705882353,236,10,img_lp3_objN18_vp2HEfalse.exr,group8_img1.png
39,61,3,18,3,0.01641097940378,0.0320725490196078,320,20,img_lp3_objN18_vp3HEfalse.exr,group39_img61.png
6,24,3,19,1,0.00714400412040439,0.014578431372549,288,26,img_lp3_objN19_vp1HEfalse.exr,group6_img24.png
36,14,3,19,2,0.0511055374852489,0.0874705882352941,356,14,img_lp3_objN19_vp2HEfalse.exr,group36_img14.png
27,5,3,19,3,0.0116810475129571,0.0233254901960784,164,18,img_lp3_objN19_vp3HEfalse.exr,group27_img5.png
43,4,3,20,1,0.0531696828445008,0.0903862745098039,16,18,img_lp3_objN20_vp1HEfalse.exr,group43_img4.png
39,41,3,20,2,0.0616762779845063,0.102049019607843,152,24,img_lp3_objN20_vp2HEfalse.exr,group39_img41.png
49,67,3,20,3,0.0213378152721765,0.0408196078431373,4,26,img_lp3_objN20_vp3HEfalse.exr,group49_img67.png
49,14,3,21,1,0.0531696828445008,0.0903862745098039,76,16,img_lp3_objN21_vp1HEfalse.exr,group49_img14.png
18,20,3,21,2,0.023024544367896,0.0437352941176471,352,20,img_lp3_objN21_vp2HEfalse.exr,group18_img20.png
38,46,3,21,3,0.0775482753402326,0.122458823529412,44,20,img_lp3_objN21_vp3HEfalse.exr,group38_img46.png
11,13,3,22,1,0.0392342425539451,0.0699764705882353,232,12,img_lp3_objN22_vp1HEfalse.exr,group11_img13.png
2,19,3,22,2,0.0531696828445008,0.0903862745098039,300,24,img_lp3_objN22_vp2HEfalse.exr,group2_img19.png
41,13,3,22,3,0.0573726802309926,0.0962176470588235,216,14,img_lp3_objN22_vp3HEfalse.exr,group41_img13.png
27,29,3,23,1,0.0116810475129571,0.0233254901960784,60,14,img_lp3_objN23_vp1HEfalse.exr,group27_img29.png
26,22,3,23,2,0.0196734105605545,0.0379039215686275,188,26,img_lp3_objN23_vp2HEfalse.exr,group26_img22.png
50,1,3,23,3,0.0728832068504343,0.116627450980392,88,8,img_lp3_objN23_vp3HEfalse.exr,group50_img1.png
33,62,3,24,1,0.0823192981694573,0.128290196078431,160,10,img_lp3_objN24_vp1HEfalse.exr,group33_img62.png
34,21,3,24,2,0.0430945081075686,0.0758078431372549,216,12,img_lp3_objN24_vp2HEfalse.exr,group34_img21.png
47,35,3,24,3,0.0148126555157162,0.029156862745098,120,22,img_lp3_objN24_vp3HEfalse.exr,group47_img35.png
44,34,3,25,1,0.0683229029284172,0.110796078431373,96,18,img_lp3_objN25_vp1HEfalse.exr,group44_img34.png
31,62,3,25,2,0.00863516773165145,0.0174941176470588,352,16,img_lp3_objN25_vp2HEfalse.exr,group31_img62.png
10,31,3,25,3,0.0552586808525969,0.0933019607843137,100,22,img_lp3_objN25_vp3HEfalse.exr,group10_img31.png
13,30,3,26,1,0.0921839659327681,0.139952941176471,108,8,img_lp3_objN26_vp1HEfalse.exr,group13_img30.png
48,68,3,26,2,0.0799204681016888,0.125374509803922,24,10,img_lp3_objN26_vp2HEfalse.exr,group48_img68.png
2,11,3,26,3,0.0683229029284172,0.110796078431373,212,12,img_lp3_objN26_vp3HEfalse.exr,group2_img11.png
26,63,3,27,1,0.0180311815115742,0.0349882352941176,80,10,img_lp3_objN27_vp1HEfalse.exr,group26_img63.png
9,42,3,27,2,0.0354692233949389,0.0641450980392157,8,20,img_lp3_objN27_vp2HEfalse.exr,group9_img42.png
53,58,3,27,3,0.0213378152721765,0.0408196078431373,168,16,img_lp3_objN27_vp3HEfalse.exr,group53_img58.png
39,34,3,28,1,0.0638661738025355,0.104964705882353,108,20,img_lp3_objN28_vp1HEfalse.exr,group39_img34.png
27,32,3,28,2,0.0392342425539451,0.0699764705882353,80,24,img_lp3_objN28_vp2HEfalse.exr,group27_img32.png
25,62,3,28,3,0.0247337465691687,0.0466509803921569,352,10,img_lp3_objN28_vp3HEfalse.exr,group25_img62.png
3,58,3,29,1,0.0896770994251935,0.137037254901961,148,20,img_lp3_objN29_vp1HEfalse.exr,group3_img58.png
37,55,3,29,2,0.0213378152721765,0.0408196078431373,280,14,img_lp3_objN29_vp2HEfalse.exr,group37_img55.png
2,60,3,29,3,0.0317982608589044,0.0583137254901961,296,14,img_lp3_objN29_vp3HEfalse.exr,group2_img60.png
4,34,3,30,1,0.0823192981694573,0.128290196078431,56,20,img_lp3_objN30_vp1HEfalse.exr,group4_img34.png
28,48,3,30,2,0.0490660960533854,0.0845549019607843,252,18,img_lp3_objN30_vp2HEfalse.exr,group28_img48.png
5,62,3,30,3,0.0595118297011439,0.0991333333333333,264,8,img_lp3_objN30_vp3HEfalse.exr,group5_img62.png
45,13,3,31,1,0.0264655705974502,0.0495666666666667,176,20,img_lp3_objN31_vp1HEfalse.exr,group45_img13.png
45,7,3,31,2,0.0148126555157162,0.029156862745098,52,18,img_lp3_objN31_vp2HEfalse.exr,group45_img7.png
39,67,3,31,3,0.0299976790208623,0.0553980392156863,0,22,img_lp3_objN31_vp3HEfalse.exr,group39_img67.png
8,51,3,32,1,0.00863516773165145,0.0174941176470588,248,10,img_lp3_objN32_vp1HEfalse.exr,group8_img51.png
36,38,3,32,2,0.0013877213708224,0.0029156862745098,224,14,img_lp3_objN32_vp2HEfalse.exr,group36_img38.png
28,36,3,32,3,0.0972799904101451,0.14578431372549,172,10,img_lp3_objN32_vp3HEfalse.exr,group28_img36.png
53,41,3,33,1,0.0148126555157162,0.029156862745098,184,16,img_lp3_objN33_vp1HEfalse.exr,group53_img41.png
35,63,3,33,2,0.0470512098274547,0.0816392156862745,140,8,img_lp3_objN33_vp2HEfalse.exr,group35_img63.png
44,8,3,33,3,0.0972799904101451,0.14578431372549,104,18,img_lp3_objN33_vp3HEfalse.exr,group44_img8.png
25,1,3,34,1,0.0638661738025355,0.104964705882353,84,26,img_lp3_objN34_vp1HEfalse.exr,group25_img1.png
23,56,3,34,2,0.0317982608589044,0.0583137254901961,156,22,img_lp3_objN34_vp2HEfalse.exr,group23_img56.png
45,38,3,34,3,0.00279583374681835,0.00583137254901961,168,24,img_lp3_objN34_vp3HEfalse.exr,group45_img38.png
4,69,3,35,1,0.0470512098274547,0.0816392156862745,52,12,img_lp3_objN35_vp1HEfalse.exr,group4_img69.png
7,58,3,35,2,0.0264655705974502,0.0495666666666667,220,14,img_lp3_objN35_vp2HEfalse.exr,group7_img58.png
9,62,3,35,3,0.0552586808525969,0.0933019607843137,264,14,img_lp3_objN35_vp3HEfalse.exr,group9_img62.png
21,23,3,36,1,0.023024544367896,0.0437352941176471,316,26,img_lp3_objN36_vp1HEfalse.exr,group21_img23.png
46,1,3,36,2,0.0896770994251935,0.137037254901961,148,12,img_lp3_objN36_vp2HEfalse.exr,group46_img1.png
44,26,3,36,3,0.0638661738025355,0.104964705882353,268,16,img_lp3_objN36_vp3HEfalse.exr,group44_img26.png
3,65,4,1,1,0.0101474659553504,0.0204098039215686,108,8,img_lp4_objN1_vp1HEfalse.exr,group3_img65.png
21,62,4,1,2,0.0799204681016888,0.125374509803922,272,18,img_lp4_objN1_vp2HEfalse.exr,group21_img62.png
28,65,4,1,3,0.00714400412040439,0.014578431372549,264,22,img_lp4_objN1_vp3HEfalse.exr,group28_img65.png
22,59,4,2,1,0.00279583374681835,0.00583137254901961,296,18,img_lp4_objN2_vp1HEfalse.exr,group22_img59.png
36,31,4,2,2,0.0847449142649937,0.131205882352941,248,18,img_lp4_objN2_vp2HEfalse.exr,group36_img31.png
34,63,4,2,3,0.0573726802309926,0.0962176470588235,200,20,img_lp4_objN2_vp3HEfalse.exr,group34_img63.png
16,18,4,3,1,0.0799204681016888,0.125374509803922,192,24,img_lp4_objN3_vp1HEfalse.exr,group16_img18.png
23,51,4,3,2,0.023024544367896,0.0437352941176471,96,20,img_lp4_objN3_vp2HEfalse.exr,group23_img51.png
1,47,4,3,3,0.0972799904101451,0.14578431372549,140,14,img_lp4_objN3_vp3HEfalse.exr,group1_img47.png
54,7,4,4,1,0.070590033679181,0.113711764705882,212,14,img_lp4_objN4_vp1HEfalse.exr,group54_img7.png
9,39,4,4,2,0.0896770994251935,0.137037254901961,100,26,img_lp4_objN4_vp2HEfalse.exr,group9_img39.png
6,22,4,4,3,0.0531696828445008,0.0903862745098039,244,22,img_lp4_objN4_vp3HEfalse.exr,group6_img22.png
20,16,4,5,1,0.0470512098274547,0.0816392156862745,100,26,img_lp4_objN5_vp1HEfalse.exr,group20_img16.png
11,16,4,5,2,0.0573726802309926,0.0962176470588235,204,26,img_lp4_objN5_vp2HEfalse.exr,group11_img16.png
26,60,4,5,3,0.0392342425539451,0.0699764705882353,100,16,img_lp4_objN5_vp3HEfalse.exr,group26_img60.png
18,45,4,6,1,0.0213378152721765,0.0408196078431373,8,20,img_lp4_objN6_vp1HEfalse.exr,group18_img45.png
52,30,4,6,2,0.0373399015358427,0.0670607843137255,4,26,img_lp4_objN6_vp2HEfalse.exr,group52_img30.png
50,59,4,6,3,0.0728832068504343,0.116627450980392,332,12,img_lp4_objN6_vp3HEfalse.exr,group50_img59.png
3,28,4,7,1,0.0896770994251935,0.137037254901961,32,20,img_lp4_objN7_vp1HEfalse.exr,group3_img28.png
40,55,4,7,2,0.0896770994251935,0.137037254901961,144,8,img_lp4_objN7_vp2HEfalse.exr,group40_img55.png
15,11,4,7,3,0.0132360611259272,0.0262411764705882,92,12,img_lp4_objN7_vp3HEfalse.exr,group15_img11.png
23,7,4,8,1,0.00279583374681835,0.00583137254901961,68,22,img_lp4_objN8_vp1HEfalse.exr,group23_img7.png
30,22,4,8,2,0.0552586808525969,0.0933019607843137,100,14,img_lp4_objN8_vp2HEfalse.exr,group30_img22.png
51,70,4,8,3,0.033622059409778,0.0612294117647059,48,24,img_lp4_objN8_vp3HEfalse.exr,group51_img70.png
22,65,4,9,1,0.0180311815115742,0.0349882352941176,172,24,img_lp4_objN9_vp1HEfalse.exr,group22_img65.png
54,6,4,9,2,0.0683229029284172,0.110796078431373,288,16,img_lp4_objN9_vp2HEfalse.exr,group54_img6.png
16,55,4,9,3,0.0683229029284172,0.110796078431373,164,24,img_lp4_objN9_vp3HEfalse.exr,group16_img55.png
38,59,4,10,1,0.0317982608589044,0.0583137254901961,336,24,img_lp4_objN10_vp1HEfalse.exr,group38_img59.png
36,60,4,10,2,0.0411523951707018,0.0728921568627451,36,22,img_lp4_objN10_vp2HEfalse.exr,group36_img60.png
29,50,4,10,3,0.0282201651741961,0.0524823529411765,248,14,img_lp4_objN10_vp3HEfalse.exr,group29_img50.png
38,43,4,11,1,0.0373399015358427,0.0670607843137255,128,18,img_lp4_objN11_vp1HEfalse.exr,group38_img43.png
36,62,4,11,2,0.0116810475129571,0.0233254901960784,124,14,img_lp4_objN11_vp2HEfalse.exr,group36_img62.png
10,10,4,11,3,0.0282201651741961,0.0524823529411765,80,12,img_lp4_objN11_vp3HEfalse.exr,group10_img10.png
7,43,4,12,1,0.0531696828445008,0.0903862745098039,124,26,img_lp4_objN12_vp1HEfalse.exr,group7_img43.png
54,67,4,12,2,0.0799204681016888,0.125374509803922,52,14,img_lp4_objN12_vp2HEfalse.exr,group54_img67.png
9,57,4,12,3,0.0616762779845063,0.102049019607843,120,12,img_lp4_objN12_vp3HEfalse.exr,group9_img57.png
2,27,4,13,1,0.0116810475129571,0.0233254901960784,268,20,img_lp4_objN13_vp1HEfalse.exr,group2_img27.png
31,4,4,13,2,0.0638661738025355,0.104964705882353,84,18,img_lp4_objN13_vp2HEfalse.exr,group31_img4.png
48,44,4,13,3,0.0470512098274547,0.0816392156862745,348,26,img_lp4_objN13_vp3HEfalse.exr,group48_img44.png
37,3,4,14,1,0.00422448584944354,0.00874705882352941,316,18,img_lp4_objN14_vp1HEfalse.exr,group37_img3.png
10,59,4,14,2,0.0317982608589044,0.0583137254901961,148,18,img_lp4_objN14_vp2HEfalse.exr,group10_img59.png
20,4,4,14,3,0.0101474659553504,0.0204098039215686,104,18,img_lp4_objN14_vp3HEfalse.exr,group20_img4.png
25,26,4,15,1,0.033622059409778,0.0612294117647059,204,12,img_lp4_objN15_vp1HEfalse.exr,group25_img26.png
53,71,4,15,2,0.0683229029284172,0.110796078431373,96,8,img_lp4_objN15_vp2HEfalse.exr,group53_img71.png
9,3,4,15,3,0.0660816658766873,0.107880392156863,92,8,img_lp4_objN15_vp3HEfalse.exr,group9_img3.png
47,13,4,16,1,0.00422448584944354,0.00874705882352941,124,16,img_lp4_objN16_vp1HEfalse.exr,group47_img13.png
35,46,4,16,2,0.0450607300860009,0.0787235294117647,264,12,img_lp4_objN16_vp2HEfalse.exr,group35_img46.png
20,31,4,16,3,0.00714400412040439,0.014578431372549,100,18,img_lp4_objN16_vp3HEfalse.exr,group20_img31.png
10,62,4,17,1,0.0116810475129571,0.0233254901960784,184,22,img_lp4_objN17_vp1HEfalse.exr,group10_img62.png
23,30,4,17,2,0.0101474659553504,0.0204098039215686,44,22,img_lp4_objN17_vp2HEfalse.exr,group23_img30.png
26,28,4,17,3,0.0823192981694573,0.128290196078431,280,20,img_lp4_objN17_vp3HEfalse.exr,group26_img28.png
7,9,4,18,1,0.0282201651741961,0.0524823529411765,148,20,img_lp4_objN18_vp1HEfalse.exr,group7_img9.png
32,53,4,18,2,0.0148126555157162,0.029156862745098,116,20,img_lp4_objN18_vp2HEfalse.exr,group32_img53.png
12,44,4,18,3,0.0972799904101451,0.14578431372549,168,24,img_lp4_objN18_vp3HEfalse.exr,group12_img44.png
20,71,4,19,1,0.0148126555157162,0.029156862745098,40,16,img_lp4_objN19_vp1HEfalse.exr,group20_img71.png
32,19,4,19,2,0.00863516773165145,0.0174941176470588,316,10,img_lp4_objN19_vp2HEfalse.exr,group32_img19.png
14,11,4,19,3,0.087197465109754,0.134121568627451,108,18,img_lp4_objN19_vp3HEfalse.exr,group14_img11.png
16,11,4,20,1,0.0264655705974502,0.0495666666666667,136,26,img_lp4_objN20_vp1HEfalse.exr,group16_img11.png
34,16,4,20,2,0.0823192981694573,0.128290196078431,44,14,img_lp4_objN20_vp2HEfalse.exr,group34_img16.png
14,65,4,20,3,0.0947182133539334,0.14286862745098,28,10,img_lp4_objN20_vp3HEfalse.exr,group14_img65.png
45,35,4,21,1,0.0660816658766873,0.107880392156863,244,14,img_lp4_objN21_vp1HEfalse.exr,group45_img35.png
54,3,4,21,2,0.075202571163633,0.119543137254902,340,14,img_lp4_objN21_vp2HEfalse.exr,group54_img3.png
40,30,4,21,3,0.0132360611259272,0.0262411764705882,140,16,img_lp4_objN21_vp3HEfalse.exr,group40_img30.png
18,61,4,22,1,0.0264655705974502,0.0495666666666667,80,22,img_lp4_objN22_vp1HEfalse.exr,group18_img61.png
32,25,4,22,2,0.0972799904101451,0.14578431372549,176,14,img_lp4_objN22_vp2HEfalse.exr,group32_img25.png
6,27,4,22,3,0.033622059409778,0.0612294117647059,116,8,img_lp4_objN22_vp3HEfalse.exr,group6_img27.png
50,9,4,23,1,0.0148126555157162,0.029156862745098,332,16,img_lp4_objN23_vp1HEfalse.exr,group50_img9.png
48,37,4,23,2,0.0947182133539334,0.14286862745098,152,24,img_lp4_objN23_vp2HEfalse.exr,group48_img37.png
45,11,4,23,3,0.0616762779845063,0.102049019607843,280,22,img_lp4_objN23_vp3HEfalse.exr,group45_img11.png
14,50,4,24,1,0.0148126555157162,0.029156862745098,312,20,img_lp4_objN24_vp1HEfalse.exr,group14_img50.png
32,69,4,24,2,0.0101474659553504,0.0204098039215686,96,22,img_lp4_objN24_vp2HEfalse.exr,group32_img69.png
1,67,4,24,3,0.0101474659553504,0.0204098039215686,328,22,img_lp4_objN24_vp3HEfalse.exr,group1_img67.png
23,21,4,25,1,0.0317982608589044,0.0583137254901961,280,18,img_lp4_objN25_vp1HEfalse.exr,group23_img21.png
17,14,4,25,2,0.075202571163633,0.119543137254902,104,20,img_lp4_objN25_vp2HEfalse.exr,group17_img14.png
9,17,4,25,3,0.0213378152721765,0.0408196078431373,84,12,img_lp4_objN25_vp3HEfalse.exr,group9_img17.png
10,12,4,26,1,0.0132360611259272,0.0262411764705882,8,22,img_lp4_objN26_vp1HEfalse.exr,group10_img12.png
23,8,4,26,2,0.0132360611259272,0.0262411764705882,28,18,img_lp4_objN26_vp2HEfalse.exr,group23_img8.png
5,50,4,26,3,0.0013877213708224,0.0029156862745098,4,24,img_lp4_objN26_vp3HEfalse.exr,group5_img50.png
33,11,4,27,1,0.0847449142649937,0.131205882352941,204,14,img_lp4_objN27_vp1HEfalse.exr,group33_img11.png
25,61,4,27,2,0.0511055374852489,0.0874705882352941,308,10,img_lp4_objN27_vp2HEfalse.exr,group25_img61.png
38,35,4,27,3,0.0148126555157162,0.029156862745098,36,10,img_lp4_objN27_vp3HEfalse.exr,group38_img35.png
38,52,4,28,1,0.0728832068504343,0.116627450980392,164,18,img_lp4_objN28_vp1HEfalse.exr,group38_img52.png
35,24,4,28,2,0.0013877213708224,0.0029156862745098,208,16,img_lp4_objN28_vp2HEfalse.exr,group35_img24.png
2,31,4,28,3,0.00279583374681835,0.00583137254901961,204,18,img_lp4_objN28_vp3HEfalse.exr,group2_img31.png
4,23,4,29,1,0.0896770994251935,0.137037254901961,128,26,img_lp4_objN29_vp1HEfalse.exr,group4_img23.png
17,39,4,29,2,0.0180311815115742,0.0349882352941176,80,16,img_lp4_objN29_vp2HEfalse.exr,group17_img39.png
29,13,4,29,3,0.01641097940378,0.0320725490196078,8,22,img_lp4_objN29_vp3HEfalse.exr,group29_img13.png
36,19,4,30,1,0.0531696828445008,0.0903862745098039,296,14,img_lp4_objN30_vp1HEfalse.exr,group36_img19.png
22,34,4,30,2,0.0490660960533854,0.0845549019607843,180,16,img_lp4_objN30_vp2HEfalse.exr,group22_img34.png
45,20,4,30,3,0.0247337465691687,0.0466509803921569,88,8,img_lp4_objN30_vp3HEfalse.exr,group45_img20.png
39,51,4,31,1,0.0450607300860009,0.0787235294117647,112,8,img_lp4_objN31_vp1HEfalse.exr,group39_img51.png
53,23,4,31,2,0.0013877213708224,0.0029156862745098,236,20,img_lp4_objN31_vp2HEfalse.exr,group53_img23.png
29,21,4,31,3,0.0728832068504343,0.116627450980392,244,26,img_lp4_objN31_vp3HEfalse.exr,group29_img21.png
17,54,4,32,1,0.0896770994251935,0.137037254901961,244,16,img_lp4_objN32_vp1HEfalse.exr,group17_img54.png
6,18,4,32,2,0.0638661738025355,0.104964705882353,68,12,img_lp4_objN32_vp2HEfalse.exr,group6_img18.png
33,67,4,32,3,0.0683229029284172,0.110796078431373,40,8,img_lp4_objN32_vp3HEfalse.exr,group33_img67.png
43,3,4,33,1,0.0317982608589044,0.0583137254901961,116,8,img_lp4_objN33_vp1HEfalse.exr,group43_img3.png
23,10,4,33,2,0.00567382640015368,0.0116627450980392,204,22,img_lp4_objN33_vp2HEfalse.exr,group23_img10.png
5,34,4,33,3,0.0470512098274547,0.0816392156862745,112,20,img_lp4_objN33_vp3HEfalse.exr,group5_img34.png
14,70,4,34,1,0.0799204681016888,0.125374509803922,268,18,img_lp4_objN34_vp1HEfalse.exr,group14_img70.png
8,67,4,34,2,0.0490660960533854,0.0845549019607843,228,18,img_lp4_objN34_vp2HEfalse.exr,group8_img67.png
15,44,4,34,3,0.01641097940378,0.0320725490196078,48,14,img_lp4_objN34_vp3HEfalse.exr,group15_img44.png
24,18,4,35,1,0.0972799904101451,0.14578431372549,88,10,img_lp4_objN35_vp1HEfalse.exr,group24_img18.png
28,68,4,35,2,0.0775482753402326,0.122458823529412,156,26,img_lp4_objN35_vp2HEfalse.exr,group28_img68.png
25,15,4,35,3,0.0148126555157162,0.029156862745098,76,16,img_lp4_objN35_vp3HEfalse.exr,group25_img15.png
48,22,4,36,1,0.0595118297011439,0.0991333333333333,348,26,img_lp4_objN36_vp1HEfalse.exr,group48_img22.png
28,35,4,36,2,0.0116810475129571,0.0233254901960784,240,8,img_lp4_objN36_vp2HEfalse.exr,group28_img35.png
52,1,4,36,3,0.01641097940378,0.0320725490196078,256,8,img_lp4_objN36_vp3HEfalse.exr,group52_img1.png
